id;surtitre;titre
6555;FLEURY A., 2013;Tourisme et espaces publics : de l'attractivité à la qualité d'accueil ? Paris au regard de Berlin
6556;LE BIGOT B., 2013;Backpacking : an itinerant form of expatriation ?, 
6557;FOL S., 2013;Les impacts de la politique de rénovation urbaine
6558;LE BIGOT B., 2013;Places and couchsurfers : the cases of Paris and Berlin
6559;LE BIGOT B., 2013;Touriste ou résident ? Réflexion sur des lieux et pratiques en convergence
6560;FOL S., LEHMAN-FRISCH S., MORANGE M. (dir), 2013;<em>Ségrégation et justice spatiale</em>
6561;BRETAGNOLLE A., 2013;La ville mondiale : une histoire de représentations 
6562;BRETAGNOLLE A., 2013;Transports urbains et représentations de la ville : une comparaison entre l'Europe et les Etats-Unis
6563;BRETAGNOLLE A., 2013;<em>Pourquoi parle-t-on désormais de villes mondiales ?</em>
6564;CHAIX B., MELINE J., DUNCAN S., JARDINIER L., PERCHOUX C., VALLEE J., MERRIEN C., KARUSISI N., LEWIN A., BRONDEEL R., KESTENS Y., 2013;Neighborhood environments, mobility, and health: Towards a new generation of studies in environmental health research. 
6565;CHAUVIN P., PARIZOT I., VALLEE J.,, 2013;Les inégalités sociales et territoriales de santé en milieu urbain : enseignements de la cohorte SIRS
6566;VALLEE J., 2013;De la difficulté d'interpréter les effets de lieux sur la santé des populations urbaines lors de la mise en place de politiques publiques territorialisées. 
6567;SZOKE A., LLORCA P.M., GALLIOT A.M., VILAIN J., VALLEE J., LEBOYER M., SCHURHOFF F., 2013;French data on geographic variation of incident cases of psychosis - preliminary results from the EU-GEI study
6568;LAPOSTOLLE A., VALLEE J., MASSARI V., CHAUVIN P., 2013;Le recours au test volontaire de dépistage VIH : étudier le rôle de la proximité aux médecins de ville et aux centres de dépistage anonyme et gratuit, Île-de-France.
6569;VALLEE J., 2013;Les « effets de lieux » dans le raisonnement géographique: enjeux opérationnels, théoriques et méthodologiques de la territorialisation de la santé
6570;VALLEE J., SHARECK M., KESTENS Y., FROHLICH K., 2013;Place experiences and well-being of young adults in Montreal, Canada
6571;VALLEE J., LE ROUX G., KESTENS Y., CHAIX B., CHAUVIN P., 2013;The Constant Size Neighborhood Trap. Variability in Size of Resident Perceived Neighbourhoods and Geographical Accessibility to Local Health Resources in the Paris Metropolitan Area
6572;VALLEE J., SHARECK M., KESTENS Y., FROHLICH K., 2013;Variability in inhabitant's place experiences and inequalities in health-related resources accessibility in Montreal, Canada
6573;VALLEE J., 2013;Effets de lieu sur les inégalités de santé à Montréal et à Paris. Repenser les interactions entre les pratiques spatiales des habitants et leur accès aux ressources de santé
6574;VALLEE J., 2013;Mobilité quotidienne des habitants, environnement résidentiel et inégalités de santé dans l'agglomération parisienne
6575;DESJARDINS X., FLEURY A., 2013;Les espaces publics périurbains : formes, usages et potentiels
6576;SWERTS E., PUMAIN D., 2013;Approche statistique de la cohésion territoriale : le système de villes en Inde
6577;DUCRUET C., LUGO I., 2013;Cities and transport networks in shipping and logistics research
6578;ASCHAN-LEYGONIE C., BAUDET-MICHEL S., MATHIAN H., SANDERS L. , 2013;Gaining a better understanding of respiratory health inequalities among cities: An ecological case study on elderly males in the larger French cities
6579;ASCHAN-LEYGONIE C., BAUDET-MICHEL S., MATHIAN H., SANDERS L. , 2013;Les inégalités de santé respiratoire entre villes : une approche par les niveaux géographiques
6580;DUCRUET C., 2013;Network diversity and maritime flows
6581;WANG C., DUCRUET C., 2013;Regional resilience and spatial cycles: long-term evolution of the Chinese port system (221BC-2010AD)
6582;DUCRUET C., MERK O., 2013;Examining container vessel turnaround times across the world
6583;DUCRUET C., 2013;Histoire maritime et cartes en ligne, du XVIe au XXIe siècle
6584;DUCRUET C., 2013;Mapping global urban interactions: maritime flows and port hierarchies since the late nineteenth century
6585;DUCRUET C., 2013;Waterfront redevelopment: the fragility of local benefits
6586;DUCRUET C., 2013;Ports in a world maritime system: A multilevel analysis
6587;DUCRUET C., LUGO I., 2013;Structure and dynamics of transportation networks: models, methods and applications
6588;DUCRUET C., 2013;Analyse empirique de l'évolution des flux maritimes mondiaux depuis le 18ème siècle
6589;DUCRUET C., MARNOT B., 2013;Analyser les trafics portuaires mondiaux en 1890 et 1925 à partir des registres du Lloyd's
6590;DUCRUET C., 2013;Asian cities in the global maritime network since 1890
6591;DUCRUET C., 2013;Establishing effective links with hinterland development
6592;PAULUS F., VACCHIANI-MARCUZZO C., 2013;Knowledge industry and competitiveness in France
6593;PAULUS F., VACCHIANI-MARCUZZO C., 2013;Knowledge industry and competitiveness: Economic trajectories of French urban areas (1962-2008)
6594;MAREÏ N., DUCRUET C., 2013;La Méditerranée dans la mondialisation des échanges
6595;DUCRUET C., ITOH H., JOLY O., 2013;Lifting the anchors? A global perspective on ports' local linkages
6596;DUCRUET C., 2013;Network diversity and maritime flows
6597;DUCRUET C., 2013;Analyse empirique de l'évolution des flux maritimes mondiaux depuis le 19ème siècle. Conséquences et enjeux pour les territoires portuaires
6598;DUCRUET C., 2013;Ports chinois et dynamiques portuaires mondiales
6599;BRETAGNOLLE A., DELISLE F., LIZZI L., MATHIAN H., PAVARD A., VAN HAMME A., 2013;<em>Animer les villes...Exploration dynamique de bases de données urbaines harmonisées dans le temps long</em>
6600;DUCRUET C., 2013;<em>Maritime networks</em>
6601;ZANIN C., LAMBERT N., 2013;<em>Current ESPON cartographic Language and European best practices in cartography outside the ESPON programme. ESPON ECL Project 2013</em>
6602;ZANIN C., LAMBERT N., 2013;<em>Proposal for a modernized ESPON Cartographic design. ESPON ECL project 2013</em>
6603;ZANIN C., LAMBERT N., 2013;<em>Renew your vision of Europe with maps. ESPON ECL Project 2013</em>
6604;ECKERT D., BARON M., JEGOU L., 2013;Les villes et la science : apports de la spatialisation des données bibliométriques mondiales
6605;BARON M., ECKERT D., JEGOU L., MAISONOBE M., 2013;World of Scientific Cooperations: Networking Cities
6606;SWERTS E., PUMAIN D., DENIS E, 2013;The future of India's urbanization
6608;BANOS A., SANDERS L., 2013;Modéliser et simuler les systèmes spatiaux en géographie
6609;BRUN G., DOMINGUES C., 2013;Générer une emprise de carte à partir des toponymes d'un texte
6610;BRUN G., DOMINGUES C., 2013;Designing maps from texts
6611;ELISSALDE B., SANTAMARIA F., JEANNE Ph., 2013;L'affirmation du rôle de la Commission européenne : de l'importance du discours sur la cohésion
6612;CHATZIMPIROS P., BARLES S. , 2013;Nitrogen food-print : N use related to meat and dairy consumption in France
6613;BARLES S., 2013;Bilan sur les flux en ville
6614;BARLES S., 2013;Contribution au conseil scientifique de l'ouvrage
6615;BARLES S., 2013;D'une crise environnementale à l'autre
6616;MAULAT J., PERSYN N., 2013;Densification
6617;COUTARD O., BARLES S., LÉVY J. P., BLANC N., 2013;Écologies urbaines
6618;BROSSET T., MAULAT J., 2013;Friches
6619;ZANIN C., 2013;Inégalités : hommes et femmes dans le monde, 25 ans d'évolution
6620;BARLES S., 2013;L'ingénierie urbaine avant Belgrand
6621;BARLES S., 2013;Métabolismes urbains
6622;BARLES S., 2013;Résilience urbaine et transition socio-écologique
6623;PETSIMERIS P., VILA-VÁZQUEZ, J.-I. et CAPUTO M.-L., 2013;Territorial Dissimilarities in Poverty and Exclusion
6624;BARLES S., 2013;Assainir et nourrir, des enjeux urbains convergents, France, XIXe siècle
6625;GEORGEAULT L., JUNQUA G., ADOUE C., BARLES S., GABARRELL X., BORDIN P., 2013;Computational system based on GIS and LCA For identification, environmental and cost analysis of synergies: Case of shared additional water tank storages for fire prevention
6626;ELISSALDE B., SANTAMARIA F., JEANNE Ph., 2013;Harmony and melody in European discourse
6627;BARLES S., 2013;Socio-ecological trajectories: the urban dimension. Paris, 18th-20th centuries
6628;MAULAT J., 2013;Structurer la ville autour des gares : au-delà du modèle, quelle évolution des pratiques à l'échelle locale 
6629;ELISSALDE B., SANTAMARIA F., 2013;The CaDEC project : capitalization and dissemination of ESPON concepts 
6630;BARLES S., 2013;Trends in urban biogeochemistry at the Anthropocene (keynote lecture)
6631;BARLES S., 2013;Trends in urban biogeochemistry at the Anthropocene
6632;BARLES S., 2013;The Seine as a Parisian River: its Imprint, its Ascendency and its Dependencies in the late 19th and 20th centuries
6633;BARLES S. (dir), 2013;<em>Projet Confluent</em>
6634;BARLES S., WINANT S., ROTILLON S., 2013;<em>Quelle valorisation de la ressource en eau pour la ville de demain ?</em>
6635;ZANIN C. , 2013;<em>Cartographie et analyse territoriale : 3 volumes : « Parcours d'une géographe, la carte entre enseignement et objet de recherche » (Vol.1,118 p.) « Représenter le territoire et territoires représentés » (Vol.2,220 p.) « La cartographie au service de l'action publique et de l'aménagement du territoire » (Vol.3,166 p.)</em>
6636;QUEVA C., 2013;Marketing régional et valorisation du rural en Allemagne : discours et argumentaires des acteurs locaux dans la construction de nouveaux territoires
6637;BEAUCIRE F., DREVELLE M., 2013;Grand Paris Express : un projet au service de la réduction des inégalités d'accessibilité entre l'Ouest et l'Est de la région urbaine de Paris ?
6638;DOUAY N., 2013;La planification urbaine française : théories, normes juridiques et défis pour la pratique 
6639;DEBRIE J., 2013;La relation ville-fleuve-port dans les projets urbains : acteurs et instruments d'une reconnexion (Strasbourg, Lyon)
6640;DEBRIE J., LAVAUD-LETILLEUL.V, PAROLA F., 2013;Shaping port governance: the territorial trajectories of reform
6641;WOLF M., FOL S., ROTH, H., CUNNINGHAM-SABOT E., 2013;Shrinking Cities, villes en décroissance : une mesure du phénomène en France
6642;CORBEL A., BUHNIK S. , 2013;« Le conservatisme japonais fait Constitution, ou le projet de révision constitutionnelle du Jimint? (Parti libéral-démocrate) »
6643;DOUAY N., 2013;Aix-Marseille-Provence : accouchement d'une métropole dans la douleur
6644;BARON M., COMMENGES H.,  PRUNIER D., RAAD L. , 2013;L'espace économique. Introduction à la géographie économique et humaine, progression en 5 TD pour Licence 1 et proposition de devoir 
6645;BARLES S., 2013;L'hydre-ville, saucisson ici, soja là-bas
6646;DOUAY N., 2013;Planning 2.0, from Protest to Participation
6647;DESJARDINS X., 2013;Formes urbaines 
6648;ALBECKER M.F., FOL S., 2013;The Restructuring of Declining Suburbs in the Paris Region
6649;CUNNINGHAM-SABOT E., AUDIRAC I., FOL S., MARTINEZ-FERNANDEZ C., 2013;Theoretical Approaches of Shrinking Cities
6650;DREVELLE M., 2013;How does periurban morphology impact public transport cost in low density areas : an analysis of 100 French metropolitan areas
6651;DESJARDINS X., DREVELLE M., 2013;Les inégalités sociales de desserte et d'accessibilité : le réseau ferroviaire francilien face aux mutations territoriales depuis 1975 
6652;BEYER A., DEBRIE J., 2013;Les ports fluviaux, outil d'une métropolisation durable ? 
6653;OLMEDO E., 2013;Maps of emotion : the production of spatial and emotional knowledge. An epistemological approach.
6654;LEININGER-FREZAL C., 2013;L'EEDD, enjeux d'acteurs et de territoires 
6655;PIGAKI M., LEININGER-FREZAL C., 2013;From teaching Geography of information towards geography of location and attributes
6656;GENEVOIS S., LEININGER-FREZAL C., 2013;Introduction des « jeux sérieux » à l'école : vers un nouveau rapport au savoir ?
6657;ECKERT D., BARON M., 2013;Construire une géographie de la Science (introduction du dossier la science, l'espace et les cartes)
6658;LE NECHET F., BRETAGNOLLE A., GUEROIS M., PAVARD A., 2013;Average distance between inhabitants : a relevant indicator for characterising urban structures
6659;SCHMOLL C., SEMI G., 2013;Shadow circuits: urban spaces and mobilities across the Mediterranean
6660;SCHMOLL C., 2013;Figures de la migration féminine en Europe du Sud
6661;BARON M., COMMENGES H., PRUNIER D., RAAD L., 2013;L'espace économique, Introduction à la géographie économique et humaine
6662;SCHMOLL C., 2013;Les enjeux de l'immigration en Italie
6663;SCHMOLL C., AKOKA K., BERNARDIE-TAHIR N., CLOCHARD O., 2013;Un dimanche à Nicosie
6664;SCHMOLL C.  , 2013;Jalons pour une réflexion sur la relation entre autonomie et migrations en Europe du Sud
6665;FOL S., 2013;Mobilité et pauvreté
6666;BENNASR A., BARON M., RUFFRAY (de) S., GRASLAND C., GERIN-PACE F., 2013;Dilemmes de la réforme régionale tunisienne. Analyse soatiale et territoriale des propositions de réorganisation du maillage administratif
6667;SCHMOLL C., DUBUCS H., PFIRSCH T., 2013;Les migrations qualifiées des Italiens en France
6668;FOL S., GALLEZ C., 2013;Mobilité, accessibilité, équité : pour une renouvellement de l'analyse des inégalités sociales d'accès à la ville
6669;SCHMOLL C., DUBUCS H., PFIRSCH T., 2013;Pour une approche générationnelle de l'émigration ? Réflexions à partir du cas des migrants très qualifiés à Paris
6670;SCHMOLL C., AMATO F., 2013;Repenser les migrations sud-européennes face à la crise
6671;SCHMOLL C., 2013;Introvabile Europa?  Seconde generazioni e identità europea, una zona d'ombra nelle ricerche francesi
6672;SCHMOLL C., 2013;Irregular migration to Southern European Islands 
6673;SCHMOLL C., BERNARDIE-TAHIR N., 2013;Islands and Undesirables
6674;SCHMOLL C., 2013;Mobilités au féminin en Europe méridionale. Trajectoires, territoires
6675;VALLEE J., SHARECK M., 2014;Can we claim spatial misclassification of neighborhood exposures without any reference to people?Re: Examination of How Neighborhood Definition Influences Measurements of Youths' Access to Tobacco Retailers: A Methodological Note on Spatial Misclassification
6676;NG A.K.Y., DUCRUET C., 2014;The changing tides of port geography (1950-2012)
6677;OLMEDO E., ROUX J.-M., 2014;Conceptualité et sensibilité dans la carte sensible. Concepts au prisme de l'épistémologie de la cartographie
6678;BUHNIK S. , 2014;(Toshi no) shukushi : rétraction urbaine 
6679;BUHNIK S. , 2014;Chapter 7. The Uneven Impacts of Demographic Decline in a Japanese Metropolis: A Three-scale Approach to Urban Shrinkage Patterns in the Osaka Metropolitan Area. 
6680;FLEURY A., RADICE M., 2014;Commerce et espaces publics. Les métropoles nord-américaines et européennes entre marchandisation et sociabilité
6681;CHABROL M., FLEURY A., VAN CRIEKINGEN M., 2014;Commerce et gentrification. Le commerce comme marqueur, vecteur ou frein de la gentrification. Regards croisés à Berlin, Bruxelles et Paris
6682;FLEURY A., 2014;La mise en patrimoine des espaces publics. Regards croisés à Paris et à Berlin
